Time,Movement,Light,Temprature,Humidity,Sound
00:08:23,0,81,22.40,42.00,0
00:08:24,0,81,22.40,42.00,0
00:08:25,0,81,22.40,42.00,0
00:08:26,0,81,22.40,42.00,0
00:08:27,0,81,22.40,42.00,0
00:08:28,0,81,22.40,42.00,0
00:08:29,0,81,22.40,42.00,0
00:08:30,0,81,22.40,42.00,0
00:08:31,0,81,22.40,42.00,0
00:08:32,0,81,22.40,42.00,0
00:08:33,0,81,22.40,42.00,0
00:08:34,0,81,22.40,42.00,0
00:08:35,0,81,22.40,42.00,0
00:08:36,0,82,22.40,42.00,0
00:08:37,0,81,22.40,42.00,0
00:08:38,0,81,22.40,42.00,0
00:08:40,0,81,22.40,42.00,0
00:08:41,0,81,22.40,42.00,0
00:08:42,0,81,22.40,42.00,0
00:08:43,0,82,22.40,42.00,0
00:08:44,0,81,22.40,42.00,0
00:08:45,0,81,22.40,42.00,0
00:08:46,0,81,22.40,42.00,0
00:08:47,0,81,22.40,42.00,0
00:08:48,0,81,22.40,42.00,0
00:08:49,0,81,22.40,42.00,0
00:08:50,0,81,22.40,42.00,0
00:08:51,0,81,22.40,42.00,0
00:08:52,0,81,22.40,42.00,0
00:08:53,0,81,22.30,42.00,0
00:08:54,0,81,22.30,42.00,0
00:08:55,0,82,22.40,42.00,0
00:08:56,0,81,22.40,42.00,0
00:08:57,0,81,22.40,42.00,0
00:08:58,0,81,22.40,42.00,0
00:08:59,0,81,22.40,42.00,0
00:09:00,0,81,22.40,42.00,0
00:09:01,0,81,22.30,42.00,0
00:09:02,0,81,22.30,42.00,0
00:09:03,0,81,22.40,42.00,0
00:09:04,0,81,22.40,42.00,0
00:09:05,0,81,22.30,42.00,0
00:09:06,0,81,22.30,42.00,0
00:09:07,0,82,22.30,42.00,0
00:09:08,0,81,22.30,42.00,0
00:09:09,0,81,22.30,42.00,0
00:09:10,0,81,22.30,42.00,0
00:09:11,0,81,22.30,42.00,0
00:09:12,0,81,22.30,42.00,0
00:09:13,0,81,22.30,42.00,0
00:09:14,0,81,22.30,42.00,0
00:09:15,0,81,22.30,42.00,0
00:09:16,0,81,22.30,42.00,0
00:09:17,0,81,22.30,42.00,0
00:09:18,0,81,22.30,42.00,0
00:09:19,0,81,22.30,42.00,0
00:09:20,0,81,22.30,42.00,0
00:09:21,0,81,22.30,42.00,0
00:09:22,0,81,22.30,42.00,0
00:09:23,0,81,22.30,42.00,0
00:09:24,0,82,22.30,42.00,0
00:09:25,0,81,22.30,42.00,0
00:09:27,0,81,22.30,42.00,0
00:09:28,0,81,22.30,42.00,0
00:09:29,0,81,22.30,42.00,0
00:09:30,0,81,22.30,42.00,0
00:09:31,0,81,22.30,42.00,0
00:09:32,0,81,22.30,42.00,0
00:09:33,0,81,22.30,42.00,0
00:09:34,0,81,22.30,42.00,0
00:09:35,0,81,22.30,42.00,0
00:09:36,0,81,22.30,42.00,0
00:09:37,0,81,22.30,42.00,0
00:09:38,0,81,22.30,42.00,0
00:09:39,0,81,22.30,42.00,0
00:09:40,0,81,22.30,42.00,0
00:09:41,0,81,22.30,42.00,0
00:09:42,0,81,22.30,42.00,0
00:09:43,0,81,22.30,42.00,0
00:09:44,0,81,22.30,42.00,0
00:09:45,0,81,22.30,42.00,0
00:09:46,0,81,22.30,42.00,0
00:09:47,0,81,22.30,42.00,0
00:09:48,0,81,22.30,42.00,0
00:09:49,0,81,22.30,42.00,0
00:09:50,0,81,22.30,42.00,0
00:09:51,0,81,22.30,42.00,0
00:09:52,0,81,22.30,42.00,0
00:09:53,0,81,22.30,42.00,0
00:09:54,0,81,22.30,42.00,0
00:09:55,0,81,22.30,42.00,0
00:09:56,0,82,22.30,42.00,0
00:09:57,0,81,22.30,42.00,0
00:09:58,0,81,22.30,42.00,0
00:09:59,0,81,22.30,42.00,0
00:10:00,0,82,22.30,42.00,0
00:10:01,0,81,22.30,42.00,0
00:10:02,0,81,22.30,42.00,0
00:10:03,0,81,22.30,42.00,0
00:10:04,0,81,22.30,42.00,0
00:10:05,0,81,22.30,42.00,0
00:10:06,0,81,22.30,42.00,0
00:10:07,0,81,22.30,42.00,0
00:10:08,0,82,22.30,42.00,0
00:10:09,0,81,22.30,42.00,0
00:10:10,0,81,22.30,42.00,0
00:10:11,0,81,22.30,42.00,0
00:10:12,0,81,22.30,42.00,0
00:10:14,0,81,22.30,42.00,0
00:10:15,0,81,22.30,42.00,0
00:10:16,0,81,22.30,42.00,0
00:10:17,0,81,22.30,42.00,0
00:10:18,0,81,22.30,42.00,0
00:10:19,0,81,22.30,42.00,0
00:10:20,0,81,22.30,42.00,0
00:10:21,0,81,22.30,42.00,0
00:10:22,0,81,22.30,42.00,0
00:10:23,0,81,22.30,42.00,0
00:10:24,0,81,22.30,42.00,0
00:10:25,0,81,22.30,42.00,0
00:10:26,0,81,22.30,42.00,0
00:10:27,0,81,22.30,42.00,0
00:10:28,0,81,22.30,42.00,0
00:10:29,0,82,22.30,42.00,0
00:10:30,0,81,22.30,42.00,0
00:10:31,0,81,22.30,42.00,0
00:10:32,0,81,22.30,42.00,0
00:10:33,0,81,22.30,42.00,0
00:10:34,0,81,22.30,42.00,0
00:10:35,0,81,22.30,42.00,0
00:10:36,0,81,22.30,42.00,0
00:10:37,0,81,22.30,42.00,0
00:10:38,0,81,22.30,42.00,0
00:10:39,0,82,22.30,42.00,0
00:10:40,0,81,22.30,42.00,0
00:10:41,0,81,22.30,42.00,0
00:10:42,0,81,22.30,42.00,0
00:10:43,0,81,22.30,42.00,0
00:10:44,0,81,22.30,42.00,0
00:10:45,0,81,22.30,42.00,0
00:10:46,0,81,22.30,42.00,0
00:10:47,0,81,22.30,42.00,0
00:10:48,0,81,22.30,42.00,0
00:10:49,0,81,22.30,42.00,0
00:10:50,0,81,22.30,42.00,0
00:10:51,0,81,22.30,42.00,0
00:10:52,0,81,22.30,42.00,0
00:10:53,0,81,22.30,42.00,0
00:10:54,0,81,22.30,42.00,0
00:10:55,0,82,22.30,42.00,0
00:10:56,0,81,22.30,42.00,0
00:10:57,0,81,22.30,42.00,0
00:10:58,0,81,22.30,42.00,0
00:10:59,0,81,22.30,42.00,0
00:11:01,0,81,22.30,42.00,0
00:11:02,0,81,22.30,42.00,0
00:11:03,0,81,22.30,42.00,0
00:11:04,0,81,22.30,42.00,0
00:11:05,0,81,22.30,42.00,0
00:11:06,0,81,22.30,42.00,0
00:11:07,0,81,22.30,42.00,0
00:11:08,0,81,22.30,42.00,0
00:11:09,0,81,22.30,42.00,0
00:11:10,0,81,22.30,42.00,0
00:11:11,0,81,22.30,42.00,0
00:11:12,0,82,22.30,42.00,0
00:11:13,0,81,22.30,42.00,0
00:11:14,0,81,22.30,42.00,0
00:11:15,0,81,22.30,42.00,0
00:11:16,0,81,22.30,42.00,0
00:11:17,0,81,22.30,42.00,0
00:11:18,0,81,22.30,42.00,0
00:11:19,0,81,22.30,42.00,0
00:11:20,0,81,22.30,42.00,0
00:11:21,0,81,22.30,42.00,0
00:11:22,0,81,22.30,42.00,0
00:11:23,0,81,22.30,42.00,0
00:11:24,0,81,22.30,42.00,0
00:11:25,0,81,22.30,42.00,0
00:11:26,0,81,22.30,42.00,0
00:11:27,0,81,22.30,42.00,0
00:11:28,0,81,22.30,42.00,0
00:11:29,0,81,22.30,42.00,0
00:11:30,0,81,22.30,42.00,0
00:11:31,0,81,22.30,42.00,0
00:11:32,0,81,22.30,42.00,0
00:11:33,0,81,22.30,42.00,0
00:11:34,0,81,22.30,42.00,0
00:11:35,0,81,22.30,42.00,0
00:11:36,0,82,22.30,42.00,0
00:11:37,0,81,22.30,42.00,0
00:11:38,0,81,22.30,42.00,0
00:11:39,0,81,22.30,42.00,0
00:11:40,0,81,22.30,42.00,0
00:11:41,0,69,22.30,42.00,0
00:11:42,0,63,22.30,42.00,0
00:11:43,0,60,22.30,42.00,0
00:11:44,0,59,22.30,42.00,0
00:11:45,0,59,22.30,42.00,0
00:11:46,0,58,22.30,42.00,0
00:11:47,0,57,22.30,42.00,0
00:11:49,0,56,22.30,42.00,0
00:11:50,0,56,22.30,42.00,0
00:11:51,0,56,22.30,42.00,0
00:11:52,0,55,22.30,42.00,0
00:11:53,0,55,22.30,42.00,0
00:11:54,0,55,22.30,42.00,0
00:11:55,0,55,22.30,42.00,0
00:11:56,0,55,22.30,42.00,0
00:11:57,0,55,22.30,42.00,0
00:11:58,0,55,22.30,42.00,0
00:11:59,0,55,22.30,42.00,0
00:12:00,0,54,22.30,42.00,0
00:12:01,0,55,22.30,42.00,0
00:12:02,0,54,22.30,42.00,0
00:17:01,0,54,22.30,42.00,0
00:17:02,0,54,22.30,42.00,0
00:17:03,0,54,22.30,42.00,0
00:17:04,0,54,22.30,42.00,0
00:17:05,0,54,22.30,42.00,0
00:17:06,0,54,22.30,42.00,0
00:17:07,0,54,22.30,42.00,0
00:17:08,0,54,22.30,42.00,0
00:17:09,0,54,22.30,42.00,0
00:17:10,0,54,22.30,42.00,0
00:17:11,0,54,22.30,42.00,0
00:17:12,0,54,22.30,42.00,0
00:17:13,0,54,22.30,42.00,0
00:17:14,0,54,22.30,42.00,0
00:17:15,0,54,22.30,42.00,0
00:17:16,0,54,22.30,42.00,0
00:17:17,0,54,22.30,42.00,0
00:17:18,0,54,22.30,42.00,0
00:17:19,0,54,22.30,42.00,0
00:17:21,0,54,22.30,42.00,0
00:17:22,0,54,22.30,42.00,0
00:17:23,0,54,22.30,42.00,0
00:17:24,0,54,22.30,42.00,0
00:17:25,0,54,22.30,42.00,0
00:17:26,0,54,22.30,42.00,0
00:17:27,0,54,22.30,42.00,0
00:17:28,0,54,22.30,42.00,0
00:17:29,0,54,22.30,42.00,0
00:17:30,0,54,22.30,42.00,0
00:17:31,0,54,22.30,42.00,0
00:17:32,0,54,22.30,42.00,0
00:17:33,0,54,22.30,42.00,0
00:17:34,0,54,22.30,42.00,0
00:17:35,0,54,22.30,42.00,0
00:17:36,0,54,22.30,42.00,0
00:17:37,0,54,22.30,42.00,0
00:17:38,0,54,22.30,42.00,0
00:17:39,0,54,22.30,42.00,0
00:17:40,0,54,22.30,42.00,0
00:17:41,0,54,22.30,42.00,0
00:17:42,0,54,22.30,42.00,0
00:17:43,0,54,22.30,42.00,0
00:17:44,0,54,22.30,42.00,0
00:17:45,0,54,22.30,42.00,0
00:17:46,0,54,22.30,42.00,0
00:17:47,0,54,22.30,42.00,0
00:17:48,0,54,22.30,42.00,0
00:17:49,0,54,22.30,42.00,0
00:17:50,0,54,22.30,42.00,0
00:17:51,0,54,22.30,42.00,0
00:17:52,0,54,22.30,42.00,0
00:33:49,0,54,22.10,42.00,0
00:33:50,0,54,22.10,42.00,0
00:33:51,0,54,22.10,42.00,0
00:33:52,0,54,22.10,42.00,0
00:33:53,0,54,22.10,42.00,0
00:33:54,0,54,22.10,42.00,0
00:33:56,0,54,22.10,42.00,0
00:33:57,0,54,22.10,42.00,0
00:33:58,0,54,22.10,42.00,0
00:33:59,0,54,22.10,42.00,0
00:34:00,0,54,22.10,42.00,0
00:34:01,0,54,22.10,42.00,0
00:34:02,0,54,22.10,42.00,0
00:34:03,0,54,22.10,42.00,0
00:34:04,0,54,22.10,42.00,0
00:34:05,0,54,22.10,42.00,0
00:34:06,0,54,22.10,42.00,0
00:34:07,0,54,22.10,42.00,0
00:34:08,0,54,22.10,42.00,0
00:34:09,0,54,22.10,42.00,0
00:34:10,0,54,22.10,42.00,0
00:34:11,0,54,22.10,42.00,0
00:34:12,0,54,22.10,42.00,0
00:34:13,0,54,22.10,42.00,0
00:34:14,0,54,22.10,42.00,0
00:34:15,0,54,22.10,42.00,0
00:34:16,0,54,22.10,42.00,0
00:34:17,0,54,22.10,42.00,0
00:34:18,0,54,22.10,42.00,0
00:34:19,0,54,22.10,42.00,0
00:34:20,0,54,22.10,42.00,0
00:34:21,0,54,22.10,42.00,0
00:34:22,0,54,22.10,42.00,0
00:34:23,0,54,22.10,42.00,0
00:34:24,0,54,22.10,42.00,0
00:34:25,0,54,22.10,42.00,0
00:34:26,0,54,22.10,42.00,0
00:34:27,0,54,22.10,42.00,0
00:34:28,0,54,22.10,42.00,0
00:34:29,0,54,22.10,42.00,0
00:34:30,0,54,22.10,42.00,0
00:34:31,0,54,22.10,42.00,0
00:34:32,0,54,22.10,42.00,0
00:34:33,0,54,22.10,42.00,0
00:34:34,0,54,22.10,42.00,0
00:34:35,0,54,22.10,42.00,0
00:34:36,0,54,22.10,42.00,0
00:34:37,0,54,22.10,42.00,0
00:34:38,0,54,22.10,42.00,0
01:32:39,0,55,21.60,42.00,0
01:32:40,0,54,21.60,42.00,0
01:32:41,0,55,21.60,42.00,0
01:32:42,0,54,21.60,42.00,0
01:32:43,0,55,21.60,42.00,0
01:32:44,0,55,21.60,42.00,0
01:32:45,0,55,21.60,42.00,0
01:32:46,0,54,21.60,42.00,0
01:32:47,0,55,21.70,42.00,0
01:32:48,0,54,21.70,42.00,0
01:32:49,0,55,21.60,42.00,0
01:32:50,0,55,21.60,42.00,0
01:32:51,0,55,21.60,42.00,0
01:32:52,0,55,21.60,42.00,0
01:32:53,0,55,21.60,42.00,0
01:32:54,0,55,21.60,42.00,0
01:32:55,0,55,21.60,42.00,0
01:32:56,0,54,21.60,42.00,0
01:32:57,0,55,21.60,42.00,0
01:32:58,0,54,21.60,42.00,0
01:32:59,0,55,21.60,42.00,0
01:33:00,0,55,21.60,42.00,0
01:33:01,0,55,21.60,42.00,0
01:33:02,0,54,21.60,42.00,0
01:33:03,0,55,21.60,42.00,0
01:33:04,0,55,21.60,42.00,0
01:33:05,0,55,21.60,42.00,0
01:33:06,0,54,21.60,42.00,0
01:33:07,0,55,21.60,42.00,0
01:33:08,0,54,21.60,42.00,0
01:33:10,0,54,21.60,42.00,0
01:33:11,0,54,21.60,42.00,0
01:33:12,0,55,21.60,42.00,0
01:33:13,0,54,21.60,42.00,0
01:33:14,0,55,21.60,42.00,0
01:33:15,0,55,21.60,42.00,0
01:33:16,0,55,21.60,42.00,0
01:33:17,0,54,21.60,42.00,0
01:33:18,0,55,21.60,42.00,0
01:33:19,0,54,21.60,42.00,0
01:33:20,0,55,21.60,42.00,0
01:33:21,0,54,21.60,42.00,0
01:33:22,0,55,21.60,42.00,0
01:33:23,0,54,21.60,42.00,0
01:33:24,0,55,21.60,42.00,0
01:33:25,0,54,21.60,42.00,0
01:33:26,0,55,21.60,42.00,0
01:33:27,0,54,21.60,42.00,0
01:33:28,0,55,21.60,42.00,0
01:33:29,0,54,21.60,42.00,0
01:33:30,0,55,21.60,42.00,0
01:56:15,0,54,21.60,42.00,0
01:56:16,0,55,21.60,42.00,0
01:56:17,0,55,21.60,42.00,0
01:56:18,0,54,21.60,42.00,0
01:56:19,0,55,21.60,42.00,0
01:56:20,0,55,21.60,42.00,0
01:56:21,0,55,21.60,42.00,0
01:56:22,0,55,21.60,42.00,0
01:56:23,0,55,21.60,42.00,0
01:56:24,0,55,21.60,42.00,0
01:56:25,0,55,21.60,42.00,0
01:56:26,0,55,21.60,42.00,0
01:56:27,0,55,21.60,42.00,0
01:56:28,0,55,21.60,42.00,0
01:56:29,0,55,21.60,42.00,0
01:56:30,0,55,21.60,42.00,0
01:56:31,0,55,21.60,42.00,0
01:56:32,0,55,21.60,42.00,0
01:56:33,0,55,21.60,42.00,0
01:56:34,0,55,21.60,42.00,0
01:56:35,0,55,21.60,42.00,0
01:56:36,0,55,21.60,42.00,0
01:56:37,0,55,21.60,42.00,0
01:56:38,0,55,21.60,42.00,0
01:56:39,0,55,21.60,42.00,0
01:56:40,0,55,21.60,42.00,0
01:56:41,0,55,21.60,42.00,0
01:56:42,0,55,21.60,42.00,0
01:56:43,0,55,21.60,42.00,0
01:56:44,0,55,21.60,42.00,0
01:56:45,0,55,21.60,42.00,0
01:56:46,0,55,21.60,42.00,0
01:56:47,0,55,21.60,42.00,0
01:56:48,0,54,21.60,42.00,0
01:56:49,0,55,21.60,42.00,0
01:56:50,0,55,21.60,42.00,0
01:56:52,0,55,21.60,42.00,0
01:56:53,0,55,21.60,42.00,0
01:56:54,0,55,21.60,42.00,0
01:56:55,0,55,21.60,42.00,0
01:56:56,0,55,21.60,42.00,0
01:56:57,0,55,21.60,42.00,0
01:56:58,0,55,21.60,42.00,0
01:56:59,0,55,21.60,42.00,0
01:57:00,0,55,21.50,42.00,0
01:57:01,0,55,21.50,42.00,0
01:57:02,0,55,21.60,42.00,0
01:57:03,0,55,21.60,42.00,0
01:57:04,0,55,21.60,42.00,0
05:56:22,0,155,21.30,43.00,0
05:56:23,0,155,21.30,43.00,0
05:56:24,0,155,21.30,43.00,0
05:56:25,0,155,21.20,43.00,0
05:56:26,0,155,21.20,43.00,0
05:56:27,0,155,21.30,43.00,0
05:56:28,0,155,21.30,43.00,0
05:56:29,0,155,21.30,43.00,0
05:56:30,0,155,21.30,43.00,0
05:56:31,0,155,21.20,43.00,0
05:56:32,0,155,21.20,43.00,0
05:56:33,0,155,21.30,43.00,0
05:56:34,0,155,21.30,43.00,0
05:56:35,0,155,21.20,43.00,0
05:56:36,0,155,21.20,43.00,0
05:56:37,0,155,21.30,43.00,0
05:56:38,0,155,21.30,43.00,0
05:56:39,0,155,21.30,43.00,0
05:56:40,0,155,21.30,43.00,0
05:56:41,0,155,21.30,43.00,0
05:56:43,0,155,21.30,43.00,0
05:56:44,0,155,21.30,43.00,0
05:56:45,0,155,21.30,43.00,0
05:56:46,0,155,21.30,43.00,0
05:56:47,0,155,21.30,43.00,0
05:56:48,0,155,21.30,43.00,0
05:56:49,0,155,21.30,43.00,0
05:56:50,0,155,21.30,43.00,0
05:56:51,0,155,21.30,43.00,0
05:56:52,0,155,21.30,43.00,0
05:56:53,0,155,21.30,43.00,0
05:56:54,0,155,21.30,43.00,0
05:56:55,0,155,21.30,43.00,0
05:56:56,0,155,21.30,43.00,0
05:56:57,0,155,21.30,43.00,0
05:56:58,0,155,21.30,43.00,0
05:56:59,0,155,21.30,43.00,0
05:57:00,0,155,21.30,43.00,0
05:57:01,0,155,21.30,43.00,0
05:57:02,0,155,21.30,43.00,0
05:57:03,0,155,21.30,43.00,0
05:57:04,0,155,21.30,43.00,0
05:57:05,0,155,21.30,43.00,0
05:57:06,0,155,21.30,43.00,0
05:57:07,0,155,21.30,43.00,0
05:57:08,0,155,21.30,43.00,0
05:57:09,0,155,21.30,43.00,0
05:57:10,0,155,21.30,43.00,0
05:57:11,0,155,21.30,43.00,0
05:57:12,0,155,21.30,43.00,0
05:57:13,0,155,21.30,43.00,0
05:57:14,0,155,21.30,43.00,0
05:57:15,0,155,21.30,43.00,0
05:57:16,0,155,21.30,43.00,0
05:57:17,0,155,21.30,43.00,0
05:57:18,0,155,21.30,43.00,0
05:57:19,0,155,21.30,43.00,0
05:57:20,0,155,21.30,43.00,0
05:57:21,0,155,21.30,43.00,0
05:57:22,0,155,21.30,43.00,0
05:57:23,0,155,21.30,43.00,0
05:57:24,0,155,21.30,43.00,0
05:57:25,0,155,21.30,43.00,0
05:57:26,0,155,21.30,43.00,0
05:57:27,0,155,21.30,43.00,0
05:57:28,0,155,21.30,43.00,0
05:57:30,0,155,21.30,43.00,0
05:57:31,0,155,21.30,43.00,0
05:57:32,0,155,21.30,43.00,0
05:57:33,0,155,21.30,43.00,0
05:57:34,0,155,21.30,43.00,0
05:57:35,0,155,21.30,43.00,0
05:57:36,0,155,21.30,43.00,0
05:57:37,0,155,21.30,43.00,0
05:57:38,0,155,21.30,43.00,0
05:57:39,0,155,21.30,43.00,0
05:57:40,0,155,21.30,43.00,0
05:57:41,0,155,21.30,43.00,0
05:57:42,0,155,21.30,43.00,0
05:57:43,0,155,21.30,43.00,0
05:57:44,0,155,21.30,43.00,0
05:57:45,0,155,21.30,43.00,0
05:57:46,0,155,21.30,43.00,0
05:57:47,0,155,21.30,43.00,0
05:57:48,0,155,21.30,43.00,0
05:57:49,0,155,21.30,43.00,0
05:57:50,0,155,21.30,43.00,0
05:57:51,0,155,21.30,43.00,0
05:57:52,0,155,21.30,43.00,0
05:57:53,0,155,21.30,43.00,0
05:57:54,0,155,21.30,43.00,0
05:57:55,0,155,21.30,43.00,0
05:57:56,0,155,21.30,43.00,0
05:57:57,0,155,21.30,43.00,0
05:57:58,0,155,21.30,43.00,0
05:57:59,0,155,21.30,43.00,0
05:58:00,0,155,21.30,43.00,0
05:58:01,0,155,21.30,43.00,0
05:58:02,0,155,21.30,43.00,0
05:58:03,0,155,21.30,43.00,0
05:58:04,0,155,21.30,43.00,0
05:58:05,0,155,21.30,43.00,0
05:58:06,0,155,21.30,43.00,0
05:58:07,0,155,21.30,43.00,0
05:58:08,0,155,21.30,43.00,0
05:58:09,0,155,21.30,43.00,0
05:58:10,0,155,21.30,43.00,0
05:58:11,0,155,21.30,43.00,0
05:58:12,0,155,21.30,43.00,0
05:58:13,0,155,21.30,43.00,0
05:58:14,0,155,21.30,43.00,0
05:58:15,0,155,21.30,43.00,0
05:58:17,0,155,21.30,43.00,0
05:58:18,0,155,21.30,43.00,0
05:58:19,0,155,21.30,43.00,0
05:58:20,0,155,21.30,43.00,0
05:58:21,0,155,21.30,43.00,0
05:58:22,0,155,21.30,43.00,0
05:58:23,0,155,21.30,43.00,0
05:58:24,0,155,21.30,43.00,0
05:58:25,0,155,21.30,43.00,0
05:58:26,0,155,21.30,43.00,0
05:58:27,0,155,21.30,43.00,0
05:58:28,0,155,21.30,43.00,0
05:58:29,0,155,21.30,43.00,0
05:58:30,0,155,21.30,43.00,0
05:58:31,0,155,21.30,43.00,0
05:58:32,0,155,21.30,43.00,0
05:58:33,0,155,21.30,43.00,0
05:58:34,0,155,21.30,43.00,0
05:58:35,0,155,21.30,43.00,0
05:58:36,0,155,21.30,43.00,0
05:58:37,0,155,21.30,43.00,0
05:58:38,0,155,21.30,43.00,0
05:58:39,0,155,21.30,43.00,0
05:58:40,0,155,21.30,43.00,0
05:58:41,0,155,21.30,43.00,0
05:58:42,0,155,21.30,43.00,0
05:58:43,0,155,21.30,43.00,0
05:58:44,0,155,21.30,43.00,0
05:58:45,0,155,21.30,43.00,0
05:58:46,0,155,21.30,43.00,0
05:58:47,0,155,21.30,43.00,0
05:58:48,0,155,21.30,43.00,0
05:58:49,0,155,21.30,43.00,0
05:58:50,0,155,21.30,43.00,0
05:58:51,0,155,21.30,43.00,0
05:58:52,0,155,21.30,43.00,0
05:58:53,0,155,21.30,43.00,0
05:58:54,0,155,21.30,43.00,0
05:58:55,0,155,21.30,43.00,0
05:58:56,0,155,21.20,43.00,0
05:58:57,0,155,21.20,43.00,0
05:58:58,0,155,21.30,43.00,0
05:58:59,0,155,21.30,43.00,0
05:59:00,0,155,21.30,43.00,0
05:59:01,0,155,21.30,43.00,0
05:59:02,0,155,21.30,43.00,0
05:59:03,0,155,21.30,43.00,0
05:59:05,0,155,21.30,43.00,0
05:59:06,0,155,21.30,43.00,0
05:59:07,0,155,21.30,43.00,0
05:59:08,0,155,21.30,43.00,0
05:59:09,0,155,21.30,43.00,0
05:59:10,0,155,21.30,43.00,0
05:59:11,0,155,21.30,43.00,0
05:59:12,0,155,21.30,43.00,0
05:59:13,0,155,21.30,43.00,0
05:59:14,0,155,21.30,43.00,0
05:59:15,0,155,21.30,43.00,0
05:59:16,0,155,21.30,43.00,0
05:59:17,0,156,21.30,43.00,0
05:59:18,0,155,21.30,43.00,0
05:59:19,0,156,21.30,43.00,0
05:59:20,0,155,21.30,43.00,0
05:59:21,0,156,21.30,43.00,0
05:59:22,0,155,21.30,43.00,0
05:59:23,0,156,21.30,43.00,0
05:59:24,0,155,21.30,43.00,0
05:59:25,0,155,21.30,43.00,0
05:59:26,0,155,21.30,43.00,0
05:59:27,0,156,21.30,43.00,0
05:59:28,0,156,21.30,43.00,0
05:59:29,0,156,21.30,43.00,0
05:59:30,0,156,21.30,43.00,0
05:59:31,0,156,21.30,43.00,0
05:59:32,0,156,21.30,43.00,0
05:59:33,0,156,21.30,43.00,0
05:59:34,0,156,21.30,43.00,0
05:59:35,0,156,21.30,43.00,0
05:59:36,0,156,21.30,43.00,0
05:59:37,0,156,21.30,43.00,0
05:59:38,0,156,21.30,43.00,0
05:59:39,0,156,21.30,43.00,0
05:59:40,0,156,21.30,43.00,0
05:59:41,0,156,21.30,43.00,0
05:59:42,0,156,21.30,43.00,0
05:59:43,0,156,21.30,43.00,0
05:59:44,0,156,21.30,43.00,0
05:59:45,0,156,21.30,43.00,0
05:59:46,0,156,21.30,43.00,0
05:59:47,0,156,21.30,43.00,0
05:59:48,0,156,21.30,43.00,0
05:59:49,0,156,21.30,43.00,0
05:59:50,0,156,21.30,43.00,0
05:59:51,0,156,21.30,43.00,0
05:59:53,0,156,21.30,43.00,0
05:59:54,0,156,21.30,43.00,0
05:59:55,0,156,21.30,43.00,0
05:59:56,0,156,21.30,43.00,0
05:59:57,0,156,21.30,43.00,0
05:59:58,0,156,21.30,43.00,0
05:59:59,0,156,21.30,43.00,0
06:00:00,0,156,21.30,43.00,0
06:00:01,0,156,21.30,43.00,0
06:00:02,0,156,21.30,43.00,0
06:00:03,0,156,21.30,43.00,0
06:00:04,0,156,21.30,43.00,0
06:00:05,0,156,21.30,43.00,0
06:00:06,0,156,21.30,43.00,0
06:00:07,0,156,21.30,43.00,0
06:00:08,0,156,21.30,43.00,0
06:00:09,0,156,21.30,43.00,0
06:00:10,0,156,21.30,43.00,0
06:00:11,0,156,21.30,43.00,0
06:00:12,0,156,21.30,43.00,0
06:00:13,0,156,21.30,43.00,0
06:00:14,0,156,21.30,43.00,0
06:00:15,0,156,21.30,43.00,0
06:00:16,0,156,21.30,43.00,0
06:00:17,0,156,21.30,43.00,0
06:00:18,0,156,21.30,43.00,0
06:00:19,0,156,21.30,43.00,0
06:00:20,0,156,21.30,43.00,0
06:00:21,0,156,21.30,43.00,0
06:00:22,0,156,21.30,43.00,0
06:00:23,0,156,21.30,43.00,0
06:00:24,0,156,21.30,43.00,0
06:00:25,0,156,21.30,43.00,0
06:00:26,0,156,21.30,43.00,0
06:00:27,0,156,21.30,43.00,0
06:00:28,0,156,21.30,43.00,0
06:00:29,0,156,21.30,43.00,0
06:00:30,0,156,21.30,43.00,0
06:00:31,0,156,21.30,43.00,0
06:00:32,0,156,21.30,43.00,0
06:00:33,0,156,21.30,43.00,0
06:00:34,0,156,21.30,43.00,0
06:00:35,0,156,21.30,43.00,0
06:00:36,0,156,21.30,43.00,0
06:00:37,0,156,21.30,43.00,0
06:00:38,0,156,21.30,43.00,0
06:00:40,0,156,21.30,43.00,0
06:00:41,0,156,21.30,43.00,0
06:00:42,0,156,21.30,43.00,0
06:00:43,0,157,21.30,43.00,0
06:00:44,0,156,21.30,43.00,0
06:00:45,0,156,21.30,43.00,0
06:00:46,0,156,21.30,43.00,0
06:00:47,0,156,21.30,43.00,0
06:00:48,0,156,21.30,43.00,0
06:00:49,0,157,21.30,43.00,0
06:00:50,0,156,21.30,43.00,0
06:00:51,0,157,21.30,43.00,0
06:00:52,0,157,21.30,43.00,0
06:00:53,0,157,21.30,43.00,0
06:00:54,0,156,21.30,43.00,0
06:00:55,0,157,21.20,43.00,0
06:00:56,0,157,21.20,43.00,0
06:00:57,0,157,21.30,43.00,0
06:00:58,0,157,21.30,43.00,0
06:00:59,0,157,21.30,43.00,0
06:01:00,0,157,21.30,43.00,0
06:01:01,0,157,21.30,43.00,0
06:01:02,0,157,21.30,43.00,0
06:01:03,0,157,21.30,43.00,0
06:01:04,0,157,21.30,43.00,0
06:01:05,0,157,21.30,43.00,0
06:01:06,0,157,21.30,43.00,0
06:01:07,0,157,21.30,43.00,0
06:01:08,0,157,21.30,43.00,0
06:01:09,0,157,21.30,43.00,0
06:01:10,0,157,21.30,43.00,0
