Time,Movement,Light,Temperature,Humidity,Sound
0,111,869.5559748,26.7608805,38.58490566,687
1,0,869,26.4,40,1
3,368,874.7169872,27.37089744,37.80769231,2846
4,47,875.8957265,27.53042735,37.01367521,553
