Time,Movement,Light,Temperature,Humidity,Sound
0,204,128.1202614,23.06352941,59.83529412,0
1,0,54.00980392,22.44803922,58,0
4,0,85.43292683,21.8902439,53.6097561,0
5,0,113.5314359,21.81750212,53,0
6,28,120.4029968,21.85126183,53,0
7,0,261.6160338,22.07932489,53.91561181,0
8,95,757.4597156,22.30521327,50.68720379,0
9,34,653.5789474,22.6,48.18421053,0
